spanish_frequency_5000
,,,
rank,word,pos,definition
3377,disimular,v,"to disguise, hide, pretend"
3378,laguna,nf,lagoon
3379,sumergir,v,"to submerge, plunge"
3380,calendario,nm,calendar
3381,rito,nm,"rite, ritual"
3382,muslo,nm,thigh
3383,despacio,adj,"slow, slowly"
3384,ronda,nf,round
3385,enfermero,nm/f,nurse
3386,generalizar,v,"to generalize, popularize"
3387,preferencia,nf,preference
3388,delicioso,adj,"delicious, delightful, charming"
3389,soberanía,nf,sovereignty
3390,enojar,v,"to anger, annoy"
3391,aparente,adj,apparent
3392,anónimo,adj,anonymous
3393,melodía,nf,melody
3394,variado,adj,"varied, mixed"
3395,prisionero,nm,prisoner
3396,lazo,nm,"bow, knot, tie, lasso"
3397,tierno,adj,"tender, soft"
3398,blando,adj,"soft, limp, gentle"
3399,convencional,adj,conventional
3400,ingresos,nm,"income, revenue"
3401,pretexto,nm,"pretext, excuse"
3402,fatal,adj,"fateful, deadly, awful"
3403,sujetar,v,"to fasten, attach, hold"
3404,refugio,nm,"shelter, refuge"
3405,vena,nf,vein
3406,bautizar,v,"to baptize, christen"
3407,aplaudir,v,"to clap, applaud"
3408,chocolate,nm,chocolate
3409,hermana,nf,sister
3410,siesta,nf,"siesta, afternoon nap"
3411,redactar,v,"to edit, write, compose"
3412,retorno,nm,return
3413,regular,adj,regular
3414,vereda,nf,"path, sidewalk"
3415,ratón,nm,"mouse, rat"
3416,estructural,adj,structural
3417,administrador,nm/f,"administrator, manager"
3418,molesto,adj,"annoyed, bothered, upset"
3419,cobre,nm,copper
3420,hondo,adj,deep
3421,rígido,adj,"rigid, stiff, firm"
3422,desayuno,nm,breakfast
3423,paro,nm,"labor strike, attack"
3424,injusto,adj,"unfair, unjust"
3425,lanzamiento,nm,"launch, release"
3426,actualizar,v,to update
3427,oportuno,adj,"opportune, timely"
3428,alfombra,nf,"rug, carpet, mat"
3429,sexto,adj,sixth
3430,diecisiete,num,seventeen
3431,retornar,v,"to return, give back"
3432,mosca,nf,fly (insect)
3433,contradicción,nf,contradiction
3434,sucesivo,adj,"successive, following"
3435,falla,nf,"flaw, failure"
3436,prevención,nf,"prevention, warning"
3437,amargo,adj,"bitter, sour, painful"
3438,psicología,nf,psychology
3439,pesca,nf,fishing
3440,madrileño,adj,from Madrid
3441,clínica,nf,clinic
3442,liceo,nm,high school
3443,verbo,nm,verb
3444,lecho,nm,"(river) bed, couch"
3445,encaminar,v,"to head for, guide"
3446,agradar,v,to please
3447,asesor,nm/f,"adviser, consultant"
3448,sutil,adj,subtle
3449,pescado,nm,fish
3450,dulce,nm,"candy, sweets"
3451,soporte,nm,"support, endorsement"
3452,fachada,nf,"façade, front of building"
3453,ciertamente,adv,"certainly, indeed"
3454,asentar,v,"to settle, establish, locate"
3455,automático,adj,automatic
3456,dañar,v,to damage
3457,cuartel,nm,"quarters, barracks"
3458,salvaje,adj,"wild, savage, uncultivated"
3459,atardecer,nm,"evening, dusk"
3460,parcial,adj,"partial, biased"
3461,arroyo,nm,"brook, stream, gutter"
3462,sendero nm (foot) path,,
3463,abandono,nm,"abandonment, desertion"
3464,lamentablemente,adv,regrettably
3465,simpatía,nf,"sympathy, affinity"
3466,holandés,adj,Dutch
3467,prenda,nf,piece of clothing
3468,verificar,v,to verify
3469,"aplauso nm applause, praise, acclaim",,
3470,espada,nf,sword
3471,legislador,nm/f,legislator
3472,modalidad,nf,"mode, manner"
3473,atracción,nf,attraction
3474,caos,nm,chaos
3475,queja,nf,complaint
3476,denso,adj,"heavy, dense, thick"
3477,embajador,nm/f,ambassador
3478,motivación,nf,motivation
3479,presenciar,v,"to be present at, witness"
3480,oxígeno,nm,oxygen
3481,representativo,adj,representative
3482,terapia,nf,therapy
3483,sindical,adj,labor union
3484,maquinaria,nf,machinery
3485,crudo,adj,"raw, crude, natural"
3486,fabricación,nf,"manufacture, production"
3487,legítimo,adj,legitimate
3488,indiferencia,nf,indifference
3489,almacenar,v,"to store, keep"
3490,decorar,v,to decorate
3491,envidia,nf,envy
3492,reponer,v,"to replace, restore"
3493,obligatorio,adj,"obligatory, compulsory"
3494,disolver,v,to dissolve
3495,bestia,nf,"beast, brute"
3496,etiqueta,nf,"label, etiquette"
3497,restar,v,"to subtract, minimize"
3498,destrozar,v,to rip/break into pieces
3499,matemática,nf,mathematics
3500,incertidumbre,nf,uncertainty
3501,aula,nf (el),classroom
3502,suavemente,adv,softly
3503,saludable,adj,"healthy, wholesome"
3504,otoño,nm,autumn
3505,planificación,nf,"planning, design"
3506,caricia,nf,"caress, stroke"
3507,triunfar,v,to triumph
3508,agrupar,v,to (put in) group
3509,territorial,adj,"territorial, regional"
3510,trágico,adj,tragic
3511,libra,nf,pound (money/weight)
3512,ambición,nf,ambition
3513,navidad,nf,Christmas
3514,cruce,nm,"crossing, intersection"
3515,vicio,nm,"vice, bad habit, defect"
3516,escudo,nm,"shield, coat of arms"
3517,alternativo,adj,"alternating, alternative"
3518,asiático,adj,"Asian, Asiatic"
3519,potente,adj,"potent, powerful"
3520,inquieto,adj,"restless, anxious"
3521,manga,nf,sleeve
3522,empeñar,v,[se] to insist on
3523,revelación,nf,revelation
3524,bahía,nf,bay
3525,corbata,nf,"tie, sash"
3526,azar,nm,"random, chance, hazard"
3527,piedad,nf,"pity, mercy"
3528,vasto,adj,"vast, immense, huge"
3529,virtual,adj,"virtual, potential"
3530,fuga,nf,"flight, escape"
3531,magnitud,nf,"magnitude, extent"
3532,determinación,nf,determination
3533,mensual,adj,monthly
3534,regulación,nf,"adjustment, regulation"
3535,coordinación,nf,coordination
3536,ético,adj,ethical
3537,dueña,nf,"landlady, owner (f)"
3538,propaganda,nf,"advertising, propaganda"
3539,madurez,nf,"maturity, ripeness"
3540,terraza,nf,"terrace, balcony"
3541,pistola,nf,"gun, pistol"
3542,túnel,nm,tunnel
3543,hondureño,adj,Honduran
3544,identificación,nf,identification
3545,contribución,nf,contribution
3546,demorar,v,"to delay, take time"
3547,desatar,v,"to untie, unleash, spark off"
3548,evangelio,nm,gospel
3549,narcotráfico,nm,drug trafficking
3550,choque,nm,"crash, collision"
3551,plenamente,adv,fully
3552,llanura,nf,"plain, prairie, plainness"
3553,inscribir,v,"to register, record"
3554,trama,nf,"plot, theme"
3555,satélite,nm,satellite
3556,rastro,nm,"track, sign, flea market"
3557,cirugía,nf,surgery
3558,reportar,v,"to bring, report"
3559,retomar,v,"to retake, restart"
3560,timbre,nm,"doorbell, bell, seal, stamp"
3561,asco,nm,disgust
3562,niñez,nf,"childhood, infancy"
3563,conmover,v,"to move, affect"
3564,enredar,v,"to entangle, ensnare"
3565,ligeramente,adv,"slightly, lightly"
3566,abstracto,adj,abstract
3567,actriz,nf,actress
3568,estremecer,v,"to shake, tremble"
3569,dominante,adj,"dominant, prevailing"
3570,redacción,nf,"editing, wording, essay"
3571,tejer,v,"to sew, weave"
3572,resbalar,v,to slip
3573,inundar,v,"to flood, inundate"
3574,disparo,nm,"shot, discharge"
3575,bendición,nf,"blessing, benediction"
3576,capacitación,nf,training
3577,pollo,nm,chicken
3578,obligado,adj,"obliged, required"
3579,pez,nm,(alive) fish
3580,tortura,nf,torture
3581,párpado nm eyelid,,
3582,ofender,v,to offend
3583,datar,v,to date
3584,minoría,nf,minority
3585,diminuto,adj,"diminutive, tiny, minute"
3586,cómplice,nc,accomplice
3587,continuidad,nf,continuity
3588,anticipar,v,"to anticipate, advance"
3589,situado,adj,"situated, located"
3590,agresión,nf,"aggression, attack"
3591,complementar,v,"to complement, supplement"
3592,toma,nf,"outlet, dose, making"
3593,énfasis,nm,emphasis
3594,foco,nm,focus
3595,cadera,nf,hip
3596,rata,nf,rat
3597,desempleo,nm,unemployment
3598,ademán,nm,"gesture, expression"
3599,soplar,v,to blow (wind)
3600,exilio,nm,exile
3601,mudar,v,"to move, change"
3602,horno,nm,"oven, furnace"
3603,átomo,nm,atom
3604,nadar,v,to swim
3605,ecológico,adj,"ecological, organic"
3606,relieve,nm,relief; poner de r.: to emphasize
3607,tímido,adj,"timid, shy, half-hearted"
3608,sopa,nf,soup
3609,ignorancia,nf,ignorance
3610,sudar,v,to sweat
3611,algodón,nm,cotton
3612,respaldar,v,"to back, support, endorse"
3613,modesto,adj,"modest, humble"
3614,prado,nm,"meadow, field, lawn"
3615,mercancía,nf,"goods, merchandise"
3616,insoportable,adj,"unbearable, intolerable"
3617,programación,nf,"programming, scheduling"
3618,comunitario,adj,of the community
3619,asesino,nm,"killer, assassin"
3620,insulto,nm,insult
3621,temblor,nm,"tremor, shudder, shiver"
3622,inconveniente,adj,"inconvenience, drawback"
3623,vigilancia,nf,"surveillance, vigilance"
3624,exagerar,v,to exaggerate
3625,circo,nm,circus
3626,indudablemente,adv,"doubtless, undoubtedly"
3627,aludir,v,to allude to
3628,vanguardia,nf,"vanguard, forefront"
3629,tentación,nf,temptation
3630,encargado,nm,"manager, person in charge"
3631,bacteria,nf,"germ, bacteria"
3632,injusticia,nf,injustice
3633,miserable,adj,"wretched, miserable"
3634,materno,adj,maternal
3635,entrevistar,v,to interview
3636,vago,adj,vague
3637,matiz,nm,"shade, tint, nuance"
3638,mármol,nm,marble
3639,narración,nf,"narration, account"
3640,propiamente,adv,"exactly, properly"
3641,batería,nf,"battery, gun deck"
3642,apretado,adj,"tight, jammed"
3643,supuestamente,adv,"supposedly, allegedly"
3644,fascinar,v,to fascinate
3645,tapa,nf,"cover, lid"
3646,bailarín,nm/f,dancer
3647,provincial,adj,provincial
3648,delegación,nf,delegation
3649,descenso,nm,"decline, descent, lowering"
3650,furioso,adj,furious
3651,viuda,nf,widow
3652,restricción,nf,restriction
3653,socialismo,nm,socialism
3654,probabilidad,nf,probability
3655,afortunadamente,adv,"luckily, fortunately"
3656,exitoso,adj,successful
3657,venganza,nf,"revenge, vengeance"
3658,albergar,v,"to lodge, harbor"
3659,corporal,adj,"of the body, corporal"
3660,embajada,nf,embassy
3661,aspiración,nf,"ambition, aspiration"
3662,serpiente,nf,snake
3663,ordenado,adj,"organized, clean"
3664,revolver,v,"to stir, mix, scramble"
3665,sinceramente,adv,sincerely
3666,preceder,v,to precede
3667,dramático,adj,dramatic
3668,repleto,adj,"full, overcrowded"
3669,singular,adj,"single, singular"
3670,paralizar,v,to paralyze
3671,violín,nm,violin
3672,vegetación,nf,vegetation
3673,expedición,nf,expedition
3674,gira,nf,tour
3675,librería,nf,bookstore
3676,fabuloso,adj,"fabulous, fantastic"
3677,reclamo,nm,"claim, complaint, protest"
3678,gama,nf,"range, musical scale"
3679,delincuente,nc,delinquent
3680,ladrón,nm/f,thief
3681,comunicado,nm,"statement, announcement"
3682,acentuar,v,"to accent, stress"
3683,fotógrafo,nm/f,photographer
3684,bicicleta,nf,bicycle
3685,lana,nf,wool
3686,específicamente,adv,specifically
3687,reparar,v,"to repair, restore"
3688,inscripción,nf,"inscription, registration"
3689,distante,adj,"distant, far, remote"
3690,tinta,nf,ink
3691,psicólogo,nm/f,psychologist
3692,ética,nf,ethics
3693,ansioso,adj,"anxious, eager"
3694,comportar,v,to behave
3695,comisario,nm,"commissioner, delegate"
3696,consagrar,v,"to consecrate, establish"
3697,incidente,nm,incident
3698,remontar,v,to go back to (time)
3699,monstruo,nm,"monster, monstrosity"
3700,ceja,nf,"eyebrow, brow"
3701,profeta,nm,prophet
3702,arriesgar,v,"to risk, venture"
3703,nativo,adj,native
3704,culto,adj,"cultured, educated"
3705,razonable,adj,reasonable
3706,seña,nf,"sign, mark, seal"
3707,confesión,nf,"confession, admission"
3708,capilla,nf,chapel
3709,autobús,nm,bus
3710,entrenar,v,to train
3711,atar,v,to tie (up)
3712,rigor,nm,"harshness, rigor"
3713,tolerar,v,"to tolerate, put up with"
3714,asalto,nm,"assault, robbery"
3715,complacer,v,"to please, satisfy"
3716,bigote,nm,mustache
3717,noción,nf,"notion, idea"
3718,esforzar,v,"to make an effort, exert oneself"
3719,trono,nm,throne
3720,cerdo,nm,"pig, sow, slob"
3721,frustrar,v,"to frustrate, prevent"
3722,espantar,v,"to scare, frighten"
3723,seguimiento,nm,follow-up
3724,ritual,nm,"ritual, rite"
3725,bondad,nf,"goodness, kindness"
3726,espantoso,adj,"frightening, dreadful"
3727,autorización,nf,authorization
3728,vano,adj,"vain, useless"
3729,conde,nm,count
3730,decena,nf,ten (of something)
3731,profundizar,v,"to deepen, analyze in depth"
3732,radicar,v,"to lie, be situated"
3733,cerebral,adj,cerebral
3734,jurado,nm/f,"jury, juror"
3735,emocionar,v,"to move, make/get excited"
3736,domicilio,nm,"residence, address"
3737,trepar,v,to climb
3738,replicar,v,to reply
3739,represión,nf,repression
3740,lápiz,nm,pencil
3741,celeste,adj,"heavenly, sky blue"
3742,bulto,nm,"bulk, shape"
3743,parto,nm,birth
3744,rozar,v,to touch (lightly)
3745,frustración,nf,frustration
3746,aspirante,nc,"candidate, applicant"
3747,coraje,nm,"courage, toughness"
3748,problemática,nf,"problems, difficulties"
3749,magnético,adj,magnetic
3750,precipitar,v,"to plunge, hurl, rush"
3751,perjudicar,v,to endanger
3752,juzgado,nm/f,"court, tribunal, judge"
3753,ahorro,nm,"saving, thrift"
3754,concretar,v,"to materialize, fulfill"
3755,pasto,nm,"grass, pasture"
3756,jugo,nm,juice
3757,bravo,adj,"fierce, angry"
3758,guatemalteco,adj,Guatemalan
3759,gabinete,nm,"cabinet, den, office"
3760,balance,nm,"outcome, balance"
3761,idéntico,adj,identical
3762,mojar,v,"to make wet, dampen"
3763,burla,nf,"mockery, joke, trick"
3764,finanzas,nf,"treasury, finances"
3765,globo,nm,"balloon, globe"
3766,inducir,v,to lead to
3767,fusión,nf,"fusion, union"
3768,convivencia,nf,"coexistence, living together"
3769,elaborado,adj,"thorough, elaborate"
3770,ardiente,adj,"passionate, ardent"
3771,intérprete,nc,"performer, interpreter"
3772,exquisito,adj,"exquisite, superb"
3773,cobertura,nf,coverage
3774,chiquillo,nm,"kid, youngster"
3775,cubierto,adj,covered
3776,republicano,adj,republican
3777,adquisición,nf,acquisition
3778,sentimental,adj,sentimental
3779,heredero,nm,"heir, heiress"
3780,párrafo,nm,paragraph
3781,delegado,nm/f,"delegate, representative"
3782,rebelión,nf,rebellion
3783,propiciar,v,"to favor, foster, aid"
3784,capitalismo,nm,capitalism
3785,docena,nf,dozen
3786,alquilar,v,"to rent, hire"
3787,continuamente,adv,continuously
3788,climático,adj,climatic
3789,convivir,v,to coexist
3790,reconstruir,v,to reconstruct
3791,evocar,v,"to evoke, recall"
3792,excluir,v,"to exclude, reject"
3793,golfo,nm,"gulf, bay"
3794,documentación,nf,documentation
3795,convención,nf,"convention, assembly"
3796,parir,v,to give birth
3797,abundar,v,to be plentiful
3798,platicar,v,"to talk, chat"
3799,agrupación,nf,"group, association"
3800,densidad,nf,"density, thickness"
3801,compensar,v,"to compensate, make up for"
3802,batir,v,to beat (object)
3803,simbólico,adj,symbolic
3804,hallazgo,nm,"finding, discovery"
3805,brisa,nf,"breeze, air"
3806,apresurar,v,"to hurry up, speed up"
3807,suizo,adj,Swiss
3808,residuo,nm,"residue, waste"
3809,plomo,nm,"lead, bullet"
3810,ordinario,adj,"vulgar, ordinary"
3811,lamentable,adj,regrettable
3812,renovación,nf,"renewal, renovation"
3813,tigre,nm,tiger
3814,lío,nm,"mess, problem, bad situation"
3815,inocencia,nf,innocence
3816,lobo,nm,wolf
3817,recostar,v,to lean
3818,previamente,adv,previously
3819,niebla,nf,fog
3820,sucesión,nf,"succession, series"
3821,activar,v,"to activate, stimulate"
3822,velar,v,to watch over
3823,superficial,adj,superficial
3824,susto,nm,"fright, scare"
3825,aborto,nm,abortion
3826,tambor,nm,drum
3827,abrigo,nm,"overcoat, shelter"
3828,cigarro,nm,"cigarette, cigar"
3829,debatir,v,"to debate, discuss"
3830,ajuste,nm,"adjustment, settlement"
3831,acertar,v,to get right
3832,patada,nf,"kick, punt"
3833,racional,adj,rational
3834,imperial,adj,"imperial, imperialist"
3835,mono,nm,monkey
3836,planificar,v,to plan
3837,alentar,v,to encourage
3838,aferrar,v,"to grasp, clutch"
3839,casado,adj,married
3840,mención,nf,mention
3841,aguja,nf,"needle, spire, stylus"
3842,eternidad,nf,eternity
3843,mentalidad,nf,"mindset, mind"
3844,diccionario,nm,dictionary
3845,dinámica,nf,dynamics
3846,perla,nf,pearl
3847,geografía,nf,geography
3848,emerger,v,"to emerge, surface"
3849,configurar,v,"to make up, comprise"
3850,cordillera,nf,mountain range
3851,arrugar,v,"to wrinkle, crumple"
3852,hervir,v,to boil
3853,bendecir,v,"to bless, thank"
3854,acera,nf,sidewalk
3855,televisor,nm,television set
3856,ruptura,nf,"breakup, rupture"
3857,imaginario,adj,imaginary
3858,eficiencia,nf,efficiency
3859,discriminación,nf,discrimination
3860,transferencia,nf,"transfer, transference"
3861,voltear,v,"to turn over, turn around"
3862,vigencia,nf,validity
3863,teniente,nm,"lieutenant, deputy mayor"
3864,inconsciente,adj,"unconscious, thoughtless"
3865,presunto,adj,"alleged, presumed"
3866,contactar,v,"to reach, contact"
3867,pasta,nf,"pasta, dough"
3868,tercio,nm,third
3869,reinar,v,"to reign, prevail"
3870,desempeño,nm,"performance, achievement"
3871,portero,nm/f,"porter, doorkeeper, goalie"
3872,improvisar,v,to improvise
3873,nacionalidad,nf,nationality
3874,gracioso,adj,"funny, charming, amusing"
3875,resplandor,nm,"brightness, radiance"
3876,paja,nf,"straw, thatching"
3877,vigor,nm,"force, strength, vigor"
3878,pecar,v,to sin
3879,decoración,nf,decoration
3880,verbal,adj,"verbal, oral"
3881,repertorio,nm,"repertoire, list, index"
3882,disfrazar,v,"to disguise, hide, conceal"
3883,automáticamente,adv,automatically
3884,restauración,nf,"restoration, renovation"
3885,vertical,adj,"vertical, upright"
3886,polo,nm,"pole, polo, polo shirt"
3887,sucesor,nm/f,successor
3888,semestre,nm,semester
3889,rancho,nm,"ranch, farm"
3890,inseguridad,nf,insecurity
3891,independientemente,adv,independently
3892,alivio,nm,"relief, unburdening"
3893,colmo,nm,climax; para c.: to top it all
3894,cemento,nm,"cement, concrete"
3895,entendimiento,nm,understanding
3896,disculpar,v,to excuse
3897,coordinar,v,to coordinate
3898,disminución,nf,"reduction, decrease"
3899,sonriente,adj,smiling
3900,fraude,nm,fraud
3901,realismo,nm,realism
3902,bloquear,v,"to block, obstruct"
3903,libremente,adv,freely
3904,campamento,nm,"camp, camping"
3905,sordo,adj,"deaf, dull"
3906,diversión,nf,"fun, entertainment"
3907,liderar,v,"to lead, head"
3908,navegación,nf,"navigation, shipping"
3909,oscilar,v,oscillate
3910,arreglo,nm,arrangement
3911,intermedio,adj,"interim, intermediate"
3912,despreciar,v,"to despise, scorn"
3913,enloquecer,v,"to madden, derange"
3914,prosa,nf,prose
3915,pauta,nf,"guideline, rule, standard"
3916,ensayar,v,to test
3917,aburrido,adj,"boring, bored"
3918,monja,nf,nun
3919,arrebatar,v,"to snatch, grab"
3920,meditar,v,"to meditate, ponder"
3921,centenar,nm,hundred
3922,frágil,adj,"fragile, weak"
3923,buque,nm,"ship, vessel, hull"
3924,impartir,v,"to impart, administer"
3925,gestionar,v,"to manage, handle"
3926,protagonizar,v,to have the leading role in
3927,cazar,v,to hunt
3928,ballet,nm,ballet
3929,derramar,v,"to shed, pour out"
3930,ubicación,nf,"position, location"
3931,erguir,v,"to straighten, raise"
3932,renacimiento,nm,"rebirth, Renaissance"
3933,condena,nf,"sentence (in prison), penalty"
3934,farmacia,nf,"pharmacy, drugstore"
3935,tarifa,nf,"rate, tariff"
3936,distinción,nf,distinction
3937,intercambiar,v,to exchange
3938,actualización,nf,"update, modernization"
3939,magistrado,nm/f,"judge, magistrate"
3940,competitivo,adj,competitive
3941,repentino,adj,sudden
3942,matemático,adj,mathematical
3943,silueta,nf,"silhouette, outline"
3944,suscribir,v,"to endorse, subscribe"
3945,vacuna,nf,"vaccine, vaccination"
3946,frecuentar,v,"to frequent, visit"
3947,finca,nf,"property, estate"
3948,inicialmente,adv,initially
3949,espontáneo,adj,spontaneous
3950,militante,nc,"member, militant"
3951,útil,adj,useful
3952,divorcio,nm,divorce
3953,cubierta,nf,"covering, top, lid"
3954,honesto,adj,honest
3955,carencia,nf,"lack, shortage"
3956,corporación,nf,corporation
3957,extra,adj,extra
3958,divisar,v,"to distinguish, perceive"
3959,mejora,nf,improvement
3960,prejuicio,nm,prejudice
3961,consolar,v,to console
3962,adolescencia,nf,adolescence
3963,órbita,nf,"orbit, socket, field"
3964,espléndido,adj,"splendid, generous"
3965,mutuo,adj,mutual
3966,chupar,v,to suck
3967,nudo,nm,knot
3968,sobresalir,v,"to stand out, excel"
3969,sumir,v,"to sink, plunge"
3970,molestia,nf,"bother, nuisance, trouble"
3971,resonar,v,"to resound, ring, echo"
3972,trescientos,num,three hundred
3973,desprecio,nm,"contempt, disdain"
3974,compás,nm,"rhythm, time, compass"
3975,trigo,nm,wheat
3976,transparencia,nf,"transparency, slide"
3977,economista,nm/f,economist
3978,remediar,v,"to heal, cure"
3979,proveniente,adj,coming from
3980,suscitar,v,"to arouse, provoke"
3981,funcional,adj,functional
3982,biología,nf,biology
3983,remitir,v,to remit
3984,terrorista,nc,terrorist
3985,aniversario,nm,anniversary
3986,expediente,nm,"dossier, proceedings"
3987,teñir,v,to dye
3988,pretensión,nf,"pretension, claim, aspiration"
3989,guerrilla,nf,guerrilla
3990,recto,adj,"right, straight, honest"
3991,bíblico,adj,biblical
3992,engaño,nm,"deceit, falsehood, hoax"
3993,insinuar,v,"to insinuate, hint"
3994,adónde,adv,to where?
3995,balón,nm,ball
3996,pilar,nm,"pillar, column"
3997,suspiro,nm,sigh
3998,célebre,adj,"famous, renowned"
3999,prohibición,nf,prohibition
4000,recepción,nf,"reception, waiting room"
4001,oficialmente,adv,officially
4002,informativo,adj,informative
4003,manifiesto,nm,poner de m.: to show
4004,colina,nf,"hill, slope"
4005,descendiente,nc,descendant
4006,manta,nf,blanket
4007,realista,adj,realistic
4008,guante,nm,glove
4009,petrolero,adj,"oil, petroleum"
4010,show,nm,"show, display"
4011,opositor,nm/f,opponent
4012,marítimo,adj,"maritime, marine"
4013,raya,nf,"line, ray, stripe"
4014,preservar,v,to preserve
4015,cañón,nm,"canyon, cannon"
4016,capricho,nm,"caprice, whim"
4017,nido,nm,nest
4018,almorzar,v,to have lunch
4019,murmullo,nm,"murmur, whispering"
4020,terremoto,nm,earthquake
4021,sereno,adj,"serene, calm"
4022,monarquía,nf,monarchy
4023,analista,nc,analyst
4024,carreta,nf,"cart, wagon"
4025,retiro,nm,"withdrawal, retreat"
4026,disputa,nf,"dispute, argument, quarrel"
4027,costarricense,adj,Costa Rican
4028,consuelo,nm,"comfort, consolation"
4029,graduar,v,"to adjust, graduate"
4030,olímpico,adj,"Olympic, Olympian"
4031,química,nf,"chemistry, chemist"
4032,sugerencia,nf,suggestion
4033,dinámico,adj,dynamic
4034,verter,v,"to pour, spill, shed"
4035,frecuentemente,adv,"frequently, often"
4036,interrogar,v,"to question, interrogate"
4037,irregular,adj,irregular
4038,rematar,v,"to finish off, finish up"
4039,creatividad,nf,creativity
4040,oveja,nf,"sheep, ewe"
4041,advertencia,nf,"warning, notice"
4042,anular,v,"to annul, cancel"
4043,manipular,v,"to manipulate, handle"
4044,operador,nm/f,operator
4045,restaurar,v,"to restore, reinstate"
4046,diariamente,adv,daily
4047,vibrar,v,"to vibrate, tremble"
4048,coser,v,to sew
4049,implementar,v,to implement
4050,suicidio,nm,suicide
4051,sistemático,adj,systematic
4052,valoración,nf,"assessment, valuation, evaluation"
4053,florecer,v,"to flower, bloom, flourish"
4054,ascenso,nm,"promotion, climb"
4055,pánico,nm,panic
4056,talla,nf,"size (of clothing), stature"
4057,acta,nf (el),"(meeting) proceedings, minutes"
4058,inclinación,nf,"slope, incline, tendency"
4059,veinticuatro,num,twenty-four
4060,deducir,v,"to deduce, infer"
4061,nene,nm/f,"baby, small child"
4062,reja,nf,"grill, railing"
4063,ingrediente,nm,ingredient
4064,hectárea,nf,hectare
4065,prestación,nf,"benefit, lending of service"
4066,hormona,nf,hormone
4067,centavo,nm,cent
4068,idear,v,"to devise, design"
4069,abismo,nm,"abyss, large gap"
4070,sanguíneo,adj,"blood, bloody"
4071,suministrar,v,"to supply, provide"
4072,islámico,adj,Islamic
4073,debilitar,v,"to weaken, debilitate"
4074,cristianismo,nm,Christianity
4075,asignatura,nf,"subject, course"
4076,pila,nf,"(baptismal) font, battery, heap"
4077,ilustración,nf,illustration
4078,exploración,nf,exploration
4079,trayecto,nm,"trajectory, course, path"
4080,proveedor,nm/f,"supplier, dealer"
4081,arquitectónico,adj,architectural
4082,litro,nm,liter
4083,pescador,nm/f,fisherman
4084,himno,nm,"hymn, anthem"
4085,expandir,v,to expand
4086,umbral,nm,"threshold, outset"
4087,regar,v,"to water, irrigate"
4088,pulso,nm,"pulse, pulsation"
4089,competente,adj,"competent, able"
4090,usado,adj,"worn out, old, used"
4091,vitamina,nf,vitamin
4092,laberinto,nm,"maze, labyrinth"
4093,persistir,v,to persist
4094,excelencia,nf,excellence
4095,malestar,nm,"discomfort, unease, unrest"
4096,grandeza,nf,"greatness, size"
4097,descarga,nf,"unloading, discharge"
4098,mixto,adj,"mixed, co-ed"
4099,maleta,nf,"suitcase, case"
4100,alegar,v,"to plead, argue"
4101,filtrar,v,"to seep, filter"
4102,traición,nf,"treason, betrayal"
4103,medalla,nf,"medal, medallion"
4104,ganancia,nf,"gain, profit"
4105,equivaler,v,"to be equivalent, tantamount (to)"
4106,reposo,nm,"rest, peace"
4107,ayudante,nc,"helper, assistant"
4108,porvenir,nm,"future, time to come"
4109,aldea,nf,small village
4110,reinado,nm,"reign, rule"
4111,ingenio,nm,"ingenuity, talent, wit"
4112,menú,nm,menu
4113,avergonzar,v,"to embarrass, shame"
4114,carnaval,nm,carnival
4115,traicionar,v,to betray
4116,configuración,nf,"configuration, shape"
4117,susurrar,v,"to whisper, murmur"
4118,subterráneo,adj,underground
4119,deterioro,nm,"deterioration, damage"
4120,nacionalista,adj,"nationalist, nationalistic"
4121,agrario,adj,"agrarian, agricultural"
4122,electrón,nm,electron
4123,oscurecer,v,to get dark
4124,espectro,nm,"ghost, specter"
4125,ente,nm,"entity, being, firm"
4126,forestal,adj,forest
4127,rector,nm/f,"principal, rector"
4128,filo,nm,(cutting) edge
4129,exportar,v,export
4130,camiseta,nf,T-shirt
4131,duelo,nm,"grief, affliction"
4132,indicador,nm,"indicator, gauge"
4133,fondos,nm,funds
4134,ironía,nf,irony
4135,reposar,v,"to rest, lie down"
4136,cartón,nm,"cardboard, carton, sketch"
4137,casita,nf,cottage
4138,crema,nf,cream
4139,coincidencia,nf,coincidence
4140,aplicado,adj,applied
4141,variante,nf,"variant, difference"
4142,remover,v,to remove
4143,cátedra,nf,academic chair
4144,comando,nm,"command, order"
4145,atentado,nm,"(terrorist) attack, offence"
4146,ansia,nf (el),"anxiety, anguish"
4147,conllevar,v,"to involve, bring"
4148,peculiar,adj,peculiar
4149,minero,adj,mining
4150,liso,adj,"smooth, flat, straight"
4151,cerámica,nf,"ceramics, pottery"
4152,manto,nm,cloak
4153,antepasado,nm,ancestor
4154,periodístico,adj,journalistic
4155,irritar,v,to irritate
4156,cúpula,nf,"cupola, dome"
4157,despedida,nf,"goodbye, farewell"
4158,calificación,nf,"evaluation, qualification"
4159,transcurso,nm,"passing, course, lapse"
4160,resignar,v,"to resign, relinquish"
4161,captura,nf,"capture, snapshot, screenshot"
4162,crónico,adj,chronic
4163,demostración,nf,demonstration
4164,orar,v,"to pray, speak"
4165,asaltar,v,to assault
4166,volcar,v,"to turn/knock over, empty"
4167,moto,nf,motorcycle
4168,bando,nm,"faction, side"
4169,whisky,nm,whisky
